Mod:Item:MetaData, Localized Name
xencraft:xen_gem_block:5, Xen Gem Block
xencraft:xen_gem_block:6, Xen Gem Block
xencraft:xen_gem_block:7, Xen Gem Block
xencraft:xen_gem_block:8, Xen Gem Block
xencraft:xen_gem_block:9, Xen Gem Block
xencraft:xen_gem_block:10, Xen Gem Block
xencraft:xen_gem_block:11, Xen Gem Block
xencraft:xen_gem_block:12, Xen Gem Block
xencraft:xen_gem_block:13, Xen Gem Block
xencraft:xen_gem_block:14, Xen Gem Block
xencraft:xen_gem_block:15, Xen Gem Block
xencraft:xenstone, Xenstone
xencraft:xen_block:0, Xen Block
xencraft:xen_block:1, Xen Block
xencraft:xen_block:2, Xen Block
xencraft:xen_block:3, Xen Block
xencraft:xen_block:4, Xen Block
xencraft:xen_block:5, Xen Block
xencraft:xen_block:6, Xen Block
xencraft:xen_block:7, Xen Block
xencraft:xen_block:8, Xen Block
xencraft:xen_block:9, Xen Block
xencraft:xen_block:10, Xen Block
xencraft:xen_block:11, Xen Block
xencraft:xen_block:12, Xen Block
xencraft:xen_block:13, Xen Block
xencraft:xen_block:14, Xen Block
xencraft:xen_block:15, Xen Block
xencraft:xen_bricks:0, Xen Bricks
xencraft:xen_bricks:1, Xen Bricks
xencraft:xen_bricks:2, Xen Bricks
xencraft:xen_bricks:3, Xen Bricks
xencraft:xen_bricks:4, Xen Bricks
xencraft:xen_bricks:5, Xen Bricks
xencraft:xen_bricks:6, Xen Bricks
xencraft:xen_bricks:7, Xen Bricks
xencraft:xen_bricks:8, Xen Bricks
xencraft:xen_bricks:9, Xen Bricks
xencraft:xen_bricks:10, Xen Bricks
xencraft:xen_bricks:11, Xen Bricks
xencraft:xen_bricks:12, Xen Bricks
xencraft:xen_bricks:13, Xen Bricks
xencraft:xen_bricks:14, Xen Bricks
xencraft:xen_bricks:15, Xen Bricks
xencraft:xen_small_bricks:0, Xen Small Bricks
xencraft:xen_small_bricks:1, Xen Small Bricks
xencraft:xen_small_bricks:2, Xen Small Bricks
xencraft:xen_small_bricks:3, Xen Small Bricks
xencraft:xen_small_bricks:4, Xen Small Bricks
xencraft:xen_small_bricks:5, Xen Small Bricks
xencraft:xen_small_bricks:6, Xen Small Bricks
xencraft:xen_small_bricks:7, Xen Small Bricks
xencraft:xen_small_bricks:8, Xen Small Bricks
xencraft:xen_small_bricks:9, Xen Small Bricks
xencraft:xen_small_bricks:10, Xen Small Bricks
xencraft:xen_small_bricks:11, Xen Small Bricks
xencraft:xen_small_bricks:12, Xen Small Bricks
xencraft:xen_small_bricks:13, Xen Small Bricks
xencraft:xen_small_bricks:14, Xen Small Bricks
xencraft:xen_small_bricks:15, Xen Small Bricks
xencraft:xen_plate:0, Xen Plate
xencraft:xen_plate:1, Xen Plate
xencraft:xen_plate:2, Xen Plate
xencraft:xen_plate:3, Xen Plate
xencraft:xen_plate:4, Xen Plate
xencraft:xen_plate:5, Xen Plate
xencraft:xen_plate:6, Xen Plate
xencraft:xen_plate:7, Xen Plate
xencraft:xen_plate:8, Xen Plate
xencraft:xen_plate:9, Xen Plate
xencraft:xen_plate:10, Xen Plate
xencraft:xen_plate:11, Xen Plate
xencraft:xen_plate:12, Xen Plate
xencraft:xen_plate:13, Xen Plate
xencraft:xen_plate:14, Xen Plate
xencraft:xen_plate:15, Xen Plate
xencraft:xen_tiles:0, Xen Tiles
xencraft:xen_tiles:1, Xen Tiles
xencraft:xen_tiles:2, Xen Tiles
xencraft:xen_tiles:3, Xen Tiles
xencraft:xen_tiles:4, Xen Tiles
xencraft:xen_tiles:5, Xen Tiles
xencraft:xen_tiles:6, Xen Tiles
xencraft:xen_tiles:7, Xen Tiles
xencraft:xen_tiles:8, Xen Tiles
xencraft:xen_tiles:9, Xen Tiles
xencraft:xen_tiles:10, Xen Tiles
xencraft:xen_tiles:11, Xen Tiles
xencraft:xen_tiles:12, Xen Tiles
xencraft:xen_tiles:13, Xen Tiles
xencraft:xen_tiles:14, Xen Tiles
xencraft:xen_tiles:15, Xen Tiles
xencraft:xen_small_tiles:0, Xen Small Tiles
xencraft:xen_small_tiles:1, Xen Small Tiles
xencraft:xen_small_tiles:2, Xen Small Tiles
xencraft:xen_small_tiles:3, Xen Small Tiles
xencraft:xen_small_tiles:4, Xen Small Tiles
xencraft:xen_small_tiles:5, Xen Small Tiles
xencraft:xen_small_tiles:6, Xen Small Tiles
xencraft:xen_small_tiles:7, Xen Small Tiles
xencraft:xen_small_tiles:8, Xen Small Tiles
xencraft:xen_small_tiles:9, Xen Small Tiles
xencraft:xen_small_tiles:10, Xen Small Tiles
xencraft:xen_small_tiles:11, Xen Small Tiles
xencraft:xen_small_tiles:12, Xen Small Tiles
xencraft:xen_small_tiles:13, Xen Small Tiles
xencraft:xen_small_tiles:14, Xen Small Tiles
xencraft:xen_small_tiles:15, Xen Small Tiles
xencraft:xen_hex:0, Xen Hex
xencraft:xen_hex:1, Xen Hex
xencraft:xen_hex:2, Xen Hex
xencraft:xen_hex:3, Xen Hex
xencraft:xen_hex:4, Xen Hex
xencraft:xen_hex:5, Xen Hex
xencraft:xen_hex:6, Xen Hex
xencraft:xen_hex:7, Xen Hex
xencraft:xen_hex:8, Xen Hex
xencraft:xen_hex:9, Xen Hex
xencraft:xen_hex:10, Xen Hex
xencraft:xen_hex:11, Xen Hex
xencraft:xen_hex:12, Xen Hex
xencraft:xen_hex:13, Xen Hex
xencraft:xen_hex:14, Xen Hex
xencraft:xen_hex:15, Xen Hex
xnet:xnet_manual, XNet Manual
xnet:connector_upgrade, Connector Upgrade Kit
xnet:facade, Facade
xnet:redstone_proxy, Redstone Proxy
xnet:redstone_proxy_upd, Redstone Proxy (update)
xnet:netcable:0, Blue Network Cable
xnet:netcable:1, Red Network Cable
xnet:netcable:2, Yellow Network Cable
xnet:netcable:3, Green Network Cable
xnet:netcable:4, Routing Network Cable
xnet:connector:0, Blue Connector
xnet:connector:1, Red Connector
xnet:connector:2, Yellow Connector
xnet:connector:3, Green Connector
xnet:connector:4, Routing Connector
xnet:advanced_connector:0, Advanced Blue Connector
xnet:advanced_connector:1, Advanced Red Connector
xnet:advanced_connector:2, Advanced Yellow Connector
xnet:advanced_connector:3, Advanced Green Connector
xnet:controller, Controller
xnet:router, Router
xnet:wireless_router, Wireless Router
xnet:antenna, Antenna
xnet:antenna_base, Antenna Base
xnet:antenna_dish, Antenna Dish
architecturecraft:sawblade, Circular Saw Blade
architecturecraft:largepulley, Large Pulley
architecturecraft:chisel, Architect's Chisel
architecturecraft:hammer, Architect's Hammer
architecturecraft:sawbench, Architect's Sawbench
base:wrench, Wrench
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
betterbuilderswands:wanddiamond:0, Diamond Wand
betterbuilderswands:wandunbreakable:0, Unbreakable Wand
chiselsandbits:chisel_stone, Stone Chisel
chiselsandbits:chisel_iron, Iron Chisel
chiselsandbits:chisel_gold, Golden Chisel
chiselsandbits:chisel_diamond, Diamond Chisel
chiselsandbits:positiveprint, Positive Chisel Design
chiselsandbits:negativeprint, Negative Chisel Design
chiselsandbits:mirrorprint, Mirror Chisel Design
chiselsandbits:bit_bag, Chiseled Bit Bag
chiselsandbits:wrench_wood, Wooden Wrench
chiselsandbits:bitsaw_diamond, Diamond Bit Saw
chiselsandbits:block_bit:0, Chiseled Bit - Stone
chiselsandbits:block_bit:0, Chiseled Bit - Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Granite
chiselsandbits:block_bit:0, Chiseled Bit - Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Grass Block
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Coarse Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sand
chiselsandbits:block_bit:0, Chiseled Bit - Red Sand
chiselsandbits:block_bit:0, Chiseled Bit - Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Birch Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Wet Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Block
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Wool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Wool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Wool
chiselsandbits:block_bit:0, Chiseled Bit - Green Wool
chiselsandbits:block_bit:0, Chiseled Bit - Red Wool
chiselsandbits:block_bit:0, Chiseled Bit - Black Wool
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gold
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iron
chiselsandbits:block_bit:0, Chiseled Bit - Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Moss Stone
chiselsandbits:block_bit:0, Chiseled Bit - Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Diamond
chiselsandbits:block_bit:0, Chiseled Bit - Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ice
chiselsandbits:block_bit:0, Chiseled Bit - Snow
chiselsandbits:block_bit:0, Chiseled Bit - Clay
chiselsandbits:block_bit:0, Chiseled Bit - Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - White Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Green Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Black Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Melon
chiselsandbits:block_bit:0, Chiseled Bit - Mycelium
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Emerald
chiselsandbits:block_bit:0, Chiseled Bit - Block of Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - White Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Orange Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Lime Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Pink Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Purple Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Brown Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Green Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Red Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Black Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Sea Lantern
chiselsandbits:block_bit:0, Chiseled Bit - Hay Bale Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal
chiselsandbits:block_bit:0, Chiseled Bit - Packed Ice
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Block
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - End Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Nether Wart Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Bone Block Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Observer Down
chiselsandbits:block_bit:0, Chiseled Bit - White Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Orange Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Lime Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Pink Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Purple Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Brown Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Green Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Red Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Black Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Thorium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Boron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block
chiselsandbits:block_bit:0, Chiseled Bit - Lead Block
chiselsandbits:block_bit:0, Chiseled Bit - Thorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Block
chiselsandbits:block_bit:0, Chiseled Bit - Boron Block
chiselsandbits:block_bit:0, Chiseled Bit - Lithium Block
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Beryllium Block
chiselsandbits:block_bit:0, Chiseled Bit - Zirconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Manganese Block
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Block
chiselsandbits:block_bit:0, Chiseled Bit - Silver Block
chiselsandbits:block_bit:0, Chiseled Bit - Fission Reactor Casing
chiselsandbits:block_bit:0, Chiseled Bit - Blast Block
chiselsandbits:block_bit:0, Chiseled Bit - Empty Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Water Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Quartz Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Gold Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Glowstone Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Helium Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Enderium Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Cryotheum Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Iron Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Copper Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Tin Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Thorium-230 Block
chiselsandbits:block_bit:0, Chiseled Bit - Uranium-238 Block
chiselsandbits:block_bit:0, Chiseled Bit - Neptunium-237 Block
chiselsandbits:block_bit:0, Chiseled Bit - Plutonium-242 Block
chiselsandbits:block_bit:0, Chiseled Bit - Americium-243 Block
chiselsandbits:block_bit:0, Chiseled Bit - Curium-246 Block
chiselsandbits:block_bit:0, Chiseled Bit - Berkelium-247 Block
chiselsandbits:block_bit:0, Chiseled Bit - Californium-252 Block
chiselsandbits:block_bit:0, Chiseled Bit - Fusion Connector
chiselsandbits:block_bit:0, Chiseled Bit - Wasteland Earth
chiselsandbits:block_bit:0, Chiseled Bit - Tritium Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Charged Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Certus Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Certus Quartz Pillar East/West
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Certus Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Quartz Glass
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Quartz Glass
chiselsandbits:block_bit:0, Chiseled Bit - Charged Quartz Fixture Down
chiselsandbits:block_bit:0, Chiseled Bit - Fluix Block
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone Block
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone Small Brick
chiselsandbits:block_bit:0, Chiseled Bit - Tiny TNT
chiselsandbits:block_bit:0, Chiseled Bit - Fission Casing
chiselsandbits:block_bit:0, Chiseled Bit - Fission Core
chiselsandbits:block_bit:0, Chiseled Bit - Fusion Casing
chiselsandbits:block_bit:0, Chiseled Bit - Fusion Core
chiselsandbits:block_bit:0, Chiseled Bit - Wet Sand
chiselsandbits:block_bit:0, Chiseled Bit - Dark Marble
chiselsandbits:block_bit:0, Chiseled Bit - White Marble
chiselsandbits:block_bit:0, Chiseled Bit - Electrical Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Energetic Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Conductive Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Pulsating Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Dark Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Soularium Block
chiselsandbits:block_bit:0, Chiseled Bit - End Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Iron Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Alloy Smelter (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Item Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Power Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Omni Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Creative Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Crafter (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Painting Machine (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Power Monitor (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - SAG Mill (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Slice'N'Splice (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Stirling Generator (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Fluid Tank (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Pressurized Fluid Tank (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Travel Anchor (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Vacuum Chest (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Wireless Charger (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - XP Vacuum (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Simple Alloy Smelter (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Simple Stirling Generator (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Wired Charger (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Simple Sagmill (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Industrial Insulation
chiselsandbits:block_bit:0, Chiseled Bit - Crude Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Crystalline Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Melodic Alloy Block
